Page Name,Page Views,Onload (s),First Byte (s),Largest Contentful Paint (s),Interaction to Next Paint (s),Cumulative Layout Shift,LCP Time to First Byte (ms),LCP Resource Load Delay (ms),LCP Resource Load Time (ms),LCP Element Render Delay (ms),LCP Time to First Byte (%),LCP Resource Load Delay (%),LCP Resource Load Time (%),LCP Element Render Delay (%),INP Start (ms),INP Input Delay (ms),INP Next Paint Time (ms)
SPLP,11077,2.87,0.68,4.72,0.24,0.271,628.0,3986.0,185.0,248.0,17.0,92.0,6.0,13.0,12073.0,53.0,14035.0
SPLP,11873,2.9,0.67,4.16,0.32,0.293,588.0,3398.0,175.0,627.0,20.0,85.0,6.0,20.0,11791.0,86.0,13730.0
SPLP,13894,3.17,0.82,4.96,0.52,0.381,843.0,4154.0,255.0,839.0,23.0,82.0,8.0,23.0,14477.0,77.0,14936.0
SPLP,52682,3.36,0.685,3.995,0.395,0.5245,360.0,1662.5,106.0,289.5,11.5,42.0,3.5,9.5,18455.0,22.0,10708.5
SPLP,11682,3.1,0.95,4.21,0.27,0.307,889.0,3349.0,224.0,592.0,28.0,82.0,7.0,18.0,25922.0,48.0,27192.0
SPLP,148353,3.12,0.94,3.75,0.195,0.47500000000000003,410.0,1596.0,102.0,125.0,14.0,43.5,3.5,5.0,10060.5,18.5,5755.5
SPLP,33452,2.37,0.605,3.295,0.165,0.506,315.5,1463.0,94.0,118.5,11.5,43.5,3.5,5.0,8649.5,19.5,3810.0
SPLP,11343,2.14,0.68,3.58,0.14,0.234,616.0,2901.0,147.0,209.0,25.0,87.0,6.0,9.0,8967.0,31.0,9200.0
SPLP,19219,2.13,0.64,3.74,0.16,0.278,615.0,2862.0,157.0,236.0,24.0,88.0,6.0,10.0,10566.0,32.0,10630.0
SPLP,12908,2.15,0.64,3.41,0.13,0.234,576.0,2682.0,122.0,229.0,23.0,88.0,6.0,10.0,9043.0,37.0,8722.0
SPLP,18425,2.33,0.73,3.34,0.14,0.257,593.0,2691.0,168.0,184.0,23.0,88.0,7.0,9.0,10658.0,37.0,10731.0
SPLP,61027,4.21,0.6799999999999999,4.705,0.66,0.5905,401.5,1811.5,119.0,353.5,12.0,41.5,4.0,12.0,23352.0,39.5,13148.0
SPLP,11573,2.92,0.74,4.27,0.39,0.464,702.0,3434.0,193.0,840.0,23.0,82.0,6.0,43.0,19272.0,94.0,23980.0
SPLP,14169,4.38,0.58,3.52,0.35,0.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10588.0,0.0,0.0
SPLP,34184,2.585,0.635,3.7600000000000002,0.24,0.4585,360.5,1624.5,90.0,121.0,12.0,45.0,3.0,5.0,8977.0,25.0,4415.5
SPLP,58971,2.615,0.63,3.61,0.225,0.4705,364.0,1534.0,114.0,96.0,12.0,45.0,4.0,4.0,9276.5,24.0,4190.0
SPLP,23496,3.55,0.53,3.92,0.42,0.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11578.0,0.0,0.0
SPLP,272429,3.24,0.685,3.86,0.315,0.499,349.0,1576.0,118.0,299.5,11.5,42.0,4.5,11.5,13985.5,20.5,9231.5
SPLP,20381,2.56,0.47,3.4,0.36,0.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11441.0,0.0,0.0
SPLP,12715,2.48,0.46,3.04,0.29,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9435.0,0.0,0.0
SPLP,75215,2.5949999999999998,0.585,3.49,0.26,0.5115000000000001,309.0,1434.5,87.5,301.5,11.5,41.5,3.0,12.5,9529.5,26.0,3804.0
SPLP,26882,2.4749999999999996,0.63,3.615,0.295,0.517,301.5,1519.5,95.0,291.5,11.0,41.0,3.0,11.0,15996.0,25.5,12100.0
SPLP,13058,2.64,0.49,3.32,0.35,0.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11780.0,0.0,0.0
SPLP,33519,2.535,0.635,3.3049999999999997,0.255,0.5395000000000001,379.0,1292.5,71.0,245.0,14.0,41.0,2.5,10.0,10803.5,19.5,4835.0
SPLP,26291,2.335,0.575,3.295,0.22499999999999998,0.5465,281.0,1313.5,63.5,246.0,11.5,42.0,2.0,10.5,14309.0,18.0,9410.0
SPLP,12431,2.52,0.49,3.32,0.41,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11722.0,0.0,0.0
SPLP,12070,2.54,0.5,3.16,0.3,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9406.0,0.0,0.0
SPLP,44397,2.375,0.6,3.54,0.245,0.5145,334.5,1419.0,93.5,261.5,12.5,41.5,3.5,11.0,13556.5,19.5,7818.0
SPLP,52330,2.46,0.585,3.4450000000000003,0.265,0.5055000000000001,295.0,1402.0,89.0,270.5,11.5,41.5,3.5,11.0,12656.0,25.0,7870.0
SPLP,16666,2.42,0.47,3.12,0.34,0.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11033.0,0.0,0.0
SPLP,61441,2.41,0.5700000000000001,3.55,0.27,0.4775,283.0,1466.0,89.0,278.0,10.5,41.5,3.0,11.0,11957.5,22.0,6957.5
SPLP,60796,2.4050000000000002,0.5449999999999999,3.59,0.285,0.5135000000000001,271.0,1447.5,80.0,298.0,10.0,42.0,3.5,11.5,15099.5,27.5,9663.0
SPLP,27612,2.525,0.605,3.5999999999999996,0.315,0.495,314.0,1498.0,100.0,312.5,11.5,42.0,3.5,11.5,14994.0,23.0,9014.0
SPLP,11527,2.35,0.67,3.51,0.15,0.237,571.0,2723.0,169.0,549.0,22.0,84.0,6.0,22.0,12718.0,43.0,13395.0
SPLP,40144,2.385,0.605,3.465,0.28,0.519,350.0,1523.0,88.5,271.5,11.5,42.0,3.0,9.5,13376.5,19.0,8949.0
SPLP,23790,2.44,0.585,3.625,0.275,0.5405,284.5,1546.0,82.5,323.5,11.0,41.5,3.0,11.5,10420.0,21.5,5241.0
SPLP,11459,2.36,0.7,3.95,0.21,0.228,632.0,3101.0,161.0,630.0,21.0,84.0,5.0,22.0,15775.0,47.0,16031.0
SPLP,12717,2.78,0.54,3.2,0.28,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9041.0,0.0,0.0
SPLP,28038,2.645,0.615,3.425,0.245,0.5329999999999999,321.0,1467.5,69.0,298.0,11.5,42.0,2.5,11.0,13060.0,24.0,9881.5
SPLP,30258,2.28,0.65,3.67,0.18,0.254,534.0,2917.0,150.0,608.0,20.0,84.0,6.0,23.0,15970.0,45.0,18120.0
SPLP,12903,2.52,0.47,3.31,0.34,0.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11692.0,0.0,0.0
SPLP,30881,2.58,0.51,3.31,0.36,0.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10894.0,0.0,0.0
SPLP,37757,2.675,0.645,3.505,0.29000000000000004,0.5005,312.0,1394.0,77.5,268.5,11.5,41.0,2.5,10.5,11722.0,22.5,7020.0
SPLP,13232,2.41,0.48,3.21,0.42,0.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9136.0,0.0,0.0
SPLP,56979,2.615,0.5900000000000001,3.5250000000000004,0.28,0.533,325.0,1358.0,83.0,283.0,12.5,41.5,3.0,11.5,13294.5,20.0,7464.5
SPLP,28156,3.44,0.5900000000000001,4.17,0.415,0.5205,314.5,1811.0,78.5,258.5,9.5,43.5,2.5,7.5,26271.0,23.5,19816.0
SPLP,17710,2.5,0.55,4.21,0.17,0.247,471.0,3776.0,166.0,404.0,14.0,89.0,5.0,13.0,13269.0,38.0,13480.0
SPLP,32978,2.825,0.64,4.07,0.38,0.516,349.5,1663.5,110.0,401.5,11.5,42.0,4.0,16.0,15473.5,32.5,10477.0
SPLP,13879,3.07,0.69,4.43,0.25,0.266,651.0,3530.0,178.0,901.0,19.0,85.0,6.0,36.0,14715.0,44.0,17198.0
SPLP,45269,3.42,0.6950000000000001,4.02,0.4,0.5994999999999999,348.5,1643.0,110.0,298.5,11.0,41.5,3.5,10.5,21308.5,19.0,12558.0
