Date,Page Views,Onload (s),Time to Interactive (s),First Contentful Paint (s),Largest Contentful Paint (s),Time to DOM Interactive (s),Time to DOM Content Loaded (s),1stByte (s),DNS (s),TCPCon (s),DOM Duration (s),SSL (s),Redirect (s),Base Page (s),JS Errors (Sampled),INP (s),Total Blocking Time (s),Cumulative Layout Shift
2024-12-11 00:00,"5,656,915",5.55,6.06,2.50,3.82,2.57,2.90,0.62,0.00,0.00,3.77,0.00,0.00,0.00,"82,352",0.248,1.11,0.198
2024-12-12 00:00,"5,859,808",5.57,6.06,2.49,3.82,2.55,2.88,0.61,0.00,0.00,3.79,0.00,0.00,0.00,"81,837",0.240,1.10,0.198
2024-12-13 00:00,"5,621,431",5.44,5.92,2.37,3.78,2.50,2.82,0.62,0.00,0.00,3.69,0.00,0.00,0.00,"72,437",0.240,1.08,0.195
2024-12-14 00:00,"6,532,337",5.43,5.93,2.34,3.71,2.49,2.80,0.62,0.00,0.00,3.67,0.00,0.00,0.00,"94,482",0.232,1.06,0.209
2024-12-15 00:00,"6,818,734",5.36,5.88,2.32,3.75,2.44,2.75,0.62,0.00,0.00,3.64,0.00,0.00,0.00,"94,911",0.232,1.08,0.212
2024-12-16 00:00,"5,834,039",5.47,5.95,2.49,3.84,2.53,2.84,0.63,0.00,0.00,3.71,0.00,0.00,0.00,"78,367",0.240,1.09,0.192
2024-12-17 00:00,"5,996,840",5.48,5.96,2.46,3.84,2.54,2.87,0.62,0.00,0.00,3.68,0.00,0.00,0.00,"73,383",0.240,1.09,0.194
2024-12-18 00:00,"6,151,627",5.44,5.94,2.44,3.88,2.51,2.83,0.61,0.00,0.00,3.65,0.00,0.00,0.00,"81,702",0.240,1.10,0.196
2024-12-19 00:00,"6,098,056",5.47,5.92,2.46,3.88,2.51,2.83,0.61,0.00,0.00,3.71,0.00,0.00,0.00,"83,030",0.240,1.10,0.198
2024-12-20 00:00,"5,916,016",5.41,5.87,2.43,3.85,2.51,2.82,0.62,0.00,0.00,3.65,0.00,0.00,0.00,"82,657",0.240,1.10,0.199
2024-12-21 00:00,"6,893,385",5.22,5.70,2.30,3.73,2.44,2.75,0.62,0.00,0.00,3.53,0.00,0.00,0.00,"98,070",0.240,1.08,0.205
2024-12-22 00:00,"6,425,617",5.24,5.71,2.37,3.73,2.42,2.73,0.61,0.00,0.00,3.54,0.00,0.00,0.00,"93,190",0.240,1.08,0.198
2024-12-23 00:00,"6,048,600",5.30,5.74,2.45,3.80,2.50,2.81,0.64,0.00,0.00,3.58,0.00,0.00,0.00,"83,057",0.248,1.09,0.193
2024-12-24 00:00,"4,423,512",5.39,5.78,2.41,3.81,2.53,2.83,0.62,0.00,0.00,3.59,0.00,0.00,0.00,"65,492",0.248,1.09,0.198
2024-12-25 00:00,"3,735,533",5.47,5.85,2.50,3.81,2.51,2.82,0.63,0.00,0.00,3.62,0.00,0.00,0.00,"54,923",0.240,1.08,0.202
2024-12-26 00:00,"5,181,196",5.26,5.75,2.30,3.66,2.49,2.81,0.66,0.00,0.00,3.51,0.00,0.00,0.00,"69,056",0.232,1.06,0.189
2024-12-27 00:00,"4,114,429",5.48,5.95,2.52,3.84,2.64,2.96,0.68,0.00,0.00,3.56,0.00,0.00,0.00,"52,857",0.240,1.08,0.187
2024-12-28 00:00,"4,052,220",5.44,5.95,2.46,3.81,2.62,2.94,0.68,0.00,0.00,3.49,0.00,0.00,0.00,"51,961",0.232,1.07,0.186
2024-12-29 00:00,"3,796,965",5.48,6.00,2.54,3.82,2.64,2.97,0.67,0.00,0.00,3.51,0.00,0.00,0.00,"48,472",0.240,1.08,0.186
2024-12-30 00:00,"3,188,610",5.56,6.01,2.59,3.85,2.70,3.03,0.69,0.00,0.00,3.60,0.00,0.00,0.00,"40,014",0.232,1.07,0.186
2024-12-31 00:00,"2,692,192",5.68,6.12,2.70,3.94,2.77,3.10,0.67,0.00,0.00,3.62,0.00,0.00,0.00,"35,473",0.240,1.08,0.186
2025-01-01 00:00,"3,053,579",5.57,6.07,2.64,3.89,2.70,3.03,0.67,0.00,0.00,3.54,0.00,0.00,0.00,"41,299",0.232,1.08,0.187
2025-01-02 00:00,"3,511,905",5.58,6.03,2.60,3.86,2.68,3.02,0.67,0.00,0.00,3.60,0.00,0.00,0.00,"44,281",0.240,1.10,0.189
2025-01-03 00:00,"3,320,653",5.64,6.13,2.63,3.93,2.73,3.06,0.67,0.00,0.00,3.64,0.00,0.00,0.00,"43,590",0.232,1.09,0.186
2025-01-04 00:00,"4,045,743",5.53,6.07,2.46,3.75,2.64,2.98,0.67,0.00,0.00,3.56,0.00,0.00,0.00,"50,613",0.232,1.06,0.186
2025-01-05 00:00,"3,857,259",5.56,6.09,2.46,3.75,2.63,2.96,0.65,0.00,0.00,3.58,0.00,0.00,0.00,"49,887",0.232,1.07,0.187
2025-01-06 00:00,"3,013,429",5.75,6.21,2.78,3.95,2.77,3.10,0.66,0.00,0.00,3.73,0.00,0.00,0.00,"40,090",0.232,1.09,0.187
2025-01-07 00:00,"3,004,585",5.85,6.33,2.86,4.02,2.83,3.17,0.66,0.00,0.00,3.78,0.00,0.00,0.00,"42,997",0.248,1.10,0.188
2025-01-08 00:00,"3,170,082",5.76,6.22,2.68,3.87,2.78,3.13,0.79,0.00,0.00,3.76,0.00,0.00,0.00,"39,508",0.240,1.08,0.186
2025-01-09 00:00,"2,907,864",5.75,6.25,2.84,3.94,2.88,3.21,0.78,0.00,0.00,3.71,0.00,0.00,0.00,"39,229",0.240,1.10,0.187
2025-01-10 00:00,"2,911,863",5.69,6.17,2.72,3.87,2.85,3.17,0.68,0.00,0.00,3.68,0.00,0.00,0.00,"38,668",0.248,1.10,0.192
2025-01-11 00:00,"3,629,469",5.56,6.06,2.60,3.80,2.72,3.04,0.67,0.00,0.00,3.60,0.00,0.00,0.00,"47,292",0.240,1.09,0.192
2025-01-12 00:00,"3,815,386",5.59,6.09,2.60,3.84,2.74,3.07,0.68,0.00,0.00,3.56,0.00,0.00,0.00,"48,766",0.240,1.07,0.192
2025-01-13 00:00,"2,954,051",5.85,6.03,2.71,3.90,2.89,3.20,0.70,0.00,0.00,3.79,0.00,0.00,0.00,"41,291",0.240,1.09,0.191
2025-01-14 00:00,"2,598,287",5.96,5.98,2.82,4.10,2.97,3.29,0.69,0.00,0.00,3.84,0.00,0.00,0.00,"54,108",0.240,1.07,0.188
2025-01-15 00:00,"2,741,705",5.97,6.07,2.82,4.13,2.94,3.27,0.68,0.00,0.00,3.83,0.00,0.00,0.00,"55,818",0.248,1.09,0.190
2025-01-16 00:00,"2,772,734",5.97,6.11,2.86,4.17,2.92,3.25,0.68,0.00,0.00,3.82,0.00,0.00,0.00,"57,958",0.248,1.11,0.190
2025-01-17 00:00,"2,833,085",5.90,6.08,2.75,4.07,2.94,3.27,0.69,0.00,0.00,3.74,0.00,0.00,0.00,"67,961",0.240,1.09,0.191
2025-01-18 00:00,"3,434,539",5.66,6.05,2.67,4.07,2.87,3.20,0.70,0.00,0.00,3.53,0.00,0.00,0.00,"68,129",0.232,1.11,0.194
2025-01-19 00:00,"3,843,666",5.31,5.82,2.57,4.02,2.66,3.00,0.67,0.00,0.00,3.31,0.00,0.00,0.00,"75,081",0.232,1.08,0.195
2025-01-20 00:00,"3,139,217",5.51,5.97,2.74,4.05,2.83,3.15,0.69,0.00,0.00,3.43,0.00,0.00,0.00,"61,098",0.240,1.10,0.192
2025-01-21 00:00,"2,720,912",5.61,5.99,2.84,4.04,2.89,3.22,0.68,0.00,0.00,3.55,0.00,0.00,0.00,"51,618",0.240,1.08,0.188
2025-01-22 00:00,"2,989,196",5.69,6.02,2.90,4.11,3.00,3.34,0.68,0.00,0.00,3.56,0.00,0.00,0.00,"55,446",0.248,1.07,0.188
2025-01-23 00:00,"2,595,559",5.83,6.20,3.03,4.20,3.09,3.41,0.70,0.00,0.00,3.64,0.00,0.00,0.00,"48,245",0.248,1.07,0.187
2025-01-24 00:00,"2,767,524",5.70,6.09,2.99,4.17,3.01,3.35,0.68,0.00,0.00,3.57,0.00,0.00,0.00,"48,438",0.248,1.07,0.191
2025-01-25 00:00,"3,468,812",5.55,6.01,2.87,4.08,2.90,3.22,0.67,0.00,0.00,3.49,0.00,0.00,0.00,"66,221",0.240,1.04,0.190
2025-01-26 00:00,"3,742,644",5.47,5.92,2.80,4.01,2.83,3.16,0.66,0.00,0.00,3.43,0.00,0.00,0.00,"67,165",0.240,1.05,0.189
2025-01-27 00:00,"2,635,958",5.68,6.16,3.03,4.21,3.02,3.34,0.70,0.00,0.00,3.63,0.00,0.00,0.00,"48,098",0.240,1.08,0.190
2025-01-28 00:00,"2,544,282",5.53,6.01,2.75,4.05,2.87,3.18,0.69,0.00,0.00,3.62,0.00,0.00,0.00,"46,806",0.240,1.05,0.191
2025-01-29 00:00,"2,987,429",5.33,5.83,2.51,3.84,2.74,3.06,0.67,0.00,0.00,3.52,0.00,0.00,0.00,"55,137",0.240,1.05,0.192
2025-01-30 00:00,"2,712,595",5.44,5.94,2.63,3.92,2.78,3.10,0.68,0.00,0.00,3.58,0.00,0.00,0.00,"49,637",0.240,1.05,0.190
2025-01-31 00:00,"2,834,183",5.43,5.98,2.62,3.92,2.79,3.12,0.69,0.00,0.00,3.59,0.00,0.00,0.00,"51,649",0.240,1.11,0.189
2025-02-01 00:00,"127,527",5.37,5.87,2.41,3.74,2.64,2.98,0.66,0.00,0.00,3.53,0.00,0.00,0.00,"2,229",0.232,1.10,0.191
