performance_score,Date,Page Views,Onload (s),Time to Interactive (s),First Contentful Paint (s),Largest Contentful Paint (s),Time to DOM Interactive (s),Time to DOM Content Loaded (s),1stByte (s),DOM Duration (s),JS Errors (Sampled),INP (s),Total Blocking Time (s),Cumulative Layout Shift,fcp_category,interaction_lcp_tbt
42,2024-02-19 00:00,0.30106003420412053,-0.4216834950969543,0.250019435247082,-0.6597703994458168,0.6460224547639224,-0.5632679721291796,-0.9140399045295158,-0.1670524499763469,0.9169260360500641,58106,1.8424092790398163,1.9611518527001766,1.6584812225337762,needs_improvement,11.6632
41,2024-02-20 00:00,-0.866966035907182,-0.04821426531961379,0.3483084935719281,0.01214474622267647,1.0642740282140948,-0.5082490028739687,-0.7859950186946852,0.011548903552406125,1.1715021249515047,42112,1.628330372375719,1.4764761890392906,1.613182729003543,needs_improvement,11.0831
41,2024-02-21 00:00,-0.7307108191685406,0.07627547793949971,0.7414647268713215,0.01214474622267647,1.1743402317536138,-0.17813518734269615,-0.5299052470250223,-0.04798488095717822,1.2351461471768663,44902,1.628330372375719,1.4764761890392906,1.582983733316721,needs_improvement,11.1946
41,2024-02-22 00:00,-0.7816283284950827,0.16964278538383276,1.134620960170715,0.11551630709474989,1.130313750337807,0.09695965893336549,-0.35917873257858035,0.011548903552406125,1.3306121805149045,41330,2.056488185703914,1.5687953630699356,1.561413022111848,needs_improvement,11.35
41,2024-02-23 00:00,-0.5999878294706326,-0.01709182950483611,0.8888983143585951,-0.03954103421336253,1.0202475467982879,0.04194068967815218,-0.4018603611901918,0.011548903552406125,1.1715021249515047,43257,2.056488185703914,1.6841943306082414,1.5333710975455137,needs_improvement,11.484
41,2024-02-24 00:00,0.2087549693514292,-0.5461732383560678,0.3483084935719281,-0.4013414972656264,0.8661548618429603,-0.34319209510833115,-0.7006317614714643,-0.10751866546676257,0.7578159804866643,55707,1.8424092790398163,1.4764761890392906,1.5700413065937973,needs_improvement,10.8824
41,2024-02-25 00:00,1.2124863175881042,-0.7640302890595171,0.3974530227343512,-1.0215708624980806,0.5359562512244034,-0.5082490028739687,-0.8713582759179063,-0.4051875880146843,0.725993969373985,71587,2.2705670923680112,2.1688699942691274,1.6584812225337762,needs_improvement,11.9669
41,2024-02-26 00:00,-0.5354365813454336,-0.1727040085787273,0.44659755189677863,-0.24628415595751396,1.0422607875061913,-0.2881731258531203,-0.6579501328598528,-0.1670524499763469,1.0760360916134637,46069,1.8424092790398163,1.6611145371005807,1.6239680846059796,needs_improvement,11.4576
42,2024-02-27 00:00,-0.655684647891777,-0.452805930911732,-0.09399226888988832,-0.5563988385737411,0.8221283804271534,-0.3982110643635445,-0.7433133900830738,-0.1670524499763469,0.821460002712023,42799,0.9860936523834283,1.0148803188860653,1.684366075979623,needs_improvement,9.8658
42,2024-02-28 00:00,-0.5247648293906926,-0.6706629816151813,-0.4871485021892817,-0.7631419603178925,0.6900489361797292,-0.5632679721291796,-0.8713582759179063,-0.2861200189955156,0.5668839138105852,46068,0.7720147457193308,0.8302419708247757,1.6627953647747502,needs_improvement,9.36
42,2024-02-29 00:00,-0.4249382289137089,-0.5772956741708455,-0.2414258563771619,-0.6597703994458168,0.6460224547639224,-0.5082490028739687,-0.8286766473062948,-0.34565380350509994,0.6623499471486233,45760,0.5579358390552335,0.7840823838094532,1.6627953647747502,needs_improvement,9.2254
42,2024-03-01 00:00,-0.27587862969270704,-0.01709182950483611,0.15173037692223143,-0.6080846190097778,0.6019959733481136,0.09695965893336549,-0.4018603611901918,-0.10751866546676257,1.2033241360641842,43345,0.7720147457193308,0.9918005253784046,1.6023973734011068,needs_improvement,9.6152
43,2024-03-02 00:00,0.5155671214405128,-1.2308668262811906,-0.9294492646510981,-1.1766282038061955,0.3158238441453636,-0.8383628184052412,-1.1274480475875692,-0.4051875880146843,0.1850197804584241,54419,0.5579358390552335,0.7148430032864693,1.6261251557264667,needs_improvement,8.796999999999999
43,2024-03-03 00:00,0.8901734195090696,-1.6043360560585311,-1.0768828521383718,-1.4350571059863835,0.05166495565051694,-1.1134576646813004,-1.3408561906456207,-0.5242551570338531,-0.13320033066837678,58975,0.5579358390552335,0.8764015578400982,1.6606382936542632,needs_improvement,8.884699999999999
42,2024-03-04 00:00,-0.530696446915541,-0.7640302890595171,-0.290570385539585,-0.7114561798818535,0.5799827326402103,-0.5632679721291796,-0.8713582759179063,-0.1670524499763469,0.5032398915852236,41424,0.5579358390552335,0.8994813513477595,1.6778948626181613,needs_improvement,9.405
42,2024-03-05 00:00,-0.5727671703750451,-0.8573975965038502,-0.5362930313517047,-0.7631419603178925,0.5579694919323068,-0.6182869413843928,-0.9140399045295158,-0.22658623448593126,0.4077738582471826,71842,0.5579358390552335,0.7840823838094532,1.6627953647747502,needs_improvement,9.148200000000001
42,2024-03-06 00:00,0.03815408193814188,-0.3283161876526185,0.4957420810592017,-1.1249424233701564,0.46991652910069126,-0.06809724883227199,-0.5299052470250223,-0.34565380350509994,1.0442140805007845,100005,0.7720147457193308,1.4072368085163074,1.7361357828713178,needs_improvement,10.340000000000002
42,2024-03-07 00:00,-0.5390626265301629,-0.8262751606890725,-0.38885944386443116,-0.8665135211899683,0.6680356954718257,-0.45323003361875536,-0.8286766473062948,-0.22658623448593126,0.4714178804725442,88132,0.5579358390552335,0.8071621773171144,1.5743554488347717,needs_improvement,9.2926
42,2024-03-08 00:00,-0.4912905561359342,-0.701785417429959,-0.09399226888988832,-0.9181993016260049,0.734075417595538,-0.17813518734269615,-0.6152685042482433,-0.1670524499763469,0.535061902697903,88296,0.5579358390552335,0.8533217643324369,1.3931614747138399,needs_improvement,9.4472
43,2024-03-09 00:00,0.5294483294625807,-1.4176014411698623,-0.7820156771638245,-1.331685545114308,0.42589004768488253,-0.728324879894817,-1.0847664189759578,-0.2861200189955156,-0.0695563084430166,116908,0.34385693239113607,0.6917632097788081,1.4449311816055348,needs_improvement,8.845199999999998
43,2024-03-10 00:00,0.5188960124612234,-1.7288257993176448,-1.1260273813007948,-1.5384286668584592,0.33783708485326697,-1.1134576646813004,-1.3408561906456207,-0.4051875880146843,-0.2604883751190971,114590,0.34385693239113607,0.7148430032864693,1.4859155328947935,needs_improvement,8.815999999999999
42,2024-03-11 00:00,-0.4171539363919724,-0.8262751606890725,-0.04484773972746524,-0.8148277407539293,0.9542078246745758,-0.5082490028739687,-0.8286766473062948,-0.22658623448593126,0.4077738582471826,53497,0.5579358390552335,0.7610025903017918,1.5010150307382042,needs_improvement,9.446399999999999
42,2024-03-12 00:00,-0.4787556189084074,-0.8885200323186306,0.05344131859738529,-0.6597703994458168,1.0642740282140948,-0.34319209510833115,-0.7433133900830738,-0.1670524499763469,0.3123078249091445,43264,0.5579358390552335,0.8071621773171144,1.5053291729791787,needs_improvement,9.6418
42,2024-03-13 00:00,0.22960831221222447,-0.6706629816151813,0.9871873726834413,-1.4350571059863835,0.6240092140560171,-0.17813518734269615,-0.6152685042482433,-0.4051875880146843,0.7578159804866643,53681,0.9860936523834283,1.5687953630699356,1.5549418087503866,needs_improvement,10.8279
42,2024-03-14 00:00,-0.544838500875799,-1.0441322113925218,-0.09399226888988832,-0.8148277407539293,0.8221283804271534,-0.45323003361875536,-0.7859950186946852,-0.10751866546676257,0.1850197804584241,42217,0.7720147457193308,0.9225611448554207,1.4449311816055348,needs_improvement,9.6714
42,2024-03-15 00:00,-0.45035780891227006,-1.2931116979107489,-0.43800397302685856,-0.9698850820620439,0.6900489361797292,-0.5632679721291796,-0.9140399045295158,-0.1670524499763469,-0.03773429733033722,43195,0.5579358390552335,0.8071621773171144,1.399632688075302,needs_improvement,9.312
43,2024-03-16 00:00,0.38311758005648977,-1.697703363502867,-0.7820156771638245,-1.4350571059863835,0.2938106034374602,-0.893381787660452,-1.1701296761991786,-0.34565380350509994,-0.3559544084571381,53251,0.5579358390552335,0.7610025903017918,1.4168892570392004,needs_improvement,8.8704
43,2024-03-17 00:00,0.49752862156106464,-2.1022950290949853,-1.2243164396256454,-1.331685545114308,0.3598503255611723,-1.058438695426087,-1.3408561906456207,-0.22658623448593126,-0.7378185418092992,53941,0.34385693239113607,0.6917632097788081,1.453559466087484,needs_improvement,8.7885
42,2024-03-18 00:00,-0.5158836462570802,-1.6043360560585311,-0.9294492646510981,-0.7631419603178925,0.8441416211350569,-0.6182869413843928,-0.9567215331411272,0.011548903552406125,-0.3559544084571381,42372,0.5579358390552335,0.7840823838094532,1.1947109316290103,needs_improvement,9.3991
